Ramp 10.00 øC/min to 260.00 øC,,
Time,Temperature,Heat Flow (Normalized)
min,øC,W/g
19.44,207.89,-0.517
19.44,207.9,-0.517
19.44,207.92,-0.517
19.44,207.93,-0.517
19.44,207.95,-0.517
19.45,207.97,-0.517
19.45,207.98,-0.517
19.45,208,-0.517
19.45,208.02,-0.517
19.45,208.03,-0.517
19.46,208.05,-0.517
19.46,208.07,-0.517
19.46,208.09,-0.517
19.46,208.1,-0.517
19.46,208.12,-0.517
19.46,208.14,-0.518
19.47,208.15,-0.518
19.47,208.17,-0.518
19.47,208.19,-0.518
19.47,208.2,-0.518
19.47,208.22,-0.518
19.47,208.24,-0.518
19.48,208.25,-0.518
19.48,208.27,-0.518
19.48,208.29,-0.518
19.48,208.3,-0.518
19.48,208.32,-0.518
19.48,208.34,-0.518
19.48,208.35,-0.518
19.49,208.37,-0.518
19.49,208.39,-0.518
19.49,208.4,-0.518
19.49,208.42,-0.518
19.49,208.44,-0.518
19.49,208.45,-0.518
19.5,208.47,-0.518
19.5,208.49,-0.518
19.5,208.5,-0.518
19.5,208.52,-0.518
19.5,208.54,-0.518
19.51,208.55,-0.518
19.51,208.57,-0.518
19.51,208.59,-0.518
19.51,208.6,-0.518
19.51,208.62,-0.518
19.51,208.64,-0.518
19.52,208.65,-0.518
19.52,208.67,-0.518
19.52,208.69,-0.518
19.52,208.7,-0.518
19.52,208.72,-0.518
19.52,208.74,-0.518
19.53,208.75,-0.518
19.53,208.77,-0.518
19.53,208.79,-0.518
19.53,208.8,-0.518
19.53,208.82,-0.518
19.53,208.84,-0.518
19.53,208.85,-0.518
19.54,208.87,-0.518
19.54,208.89,-0.518
19.54,208.9,-0.518
19.54,208.92,-0.518
19.54,208.94,-0.518
19.54,208.95,-0.518
19.55,208.97,-0.518
19.55,208.99,-0.518
19.55,209,-0.518
19.55,209.02,-0.518
19.55,209.04,-0.518
19.56,209.05,-0.518
19.56,209.07,-0.518
19.56,209.09,-0.518
19.56,209.1,-0.518
19.56,209.12,-0.518
19.56,209.14,-0.518
19.57,209.15,-0.518
19.57,209.17,-0.518
19.57,209.19,-0.518
19.57,209.2,-0.518
19.57,209.22,-0.518
19.57,209.24,-0.518
19.58,209.25,-0.518
19.58,209.27,-0.518
19.58,209.29,-0.518
19.58,209.3,-0.518
19.58,209.32,-0.518
19.58,209.34,-0.518
19.58,209.35,-0.518
19.59,209.37,-0.518
19.59,209.39,-0.518
19.59,209.4,-0.518
19.59,209.42,-0.518
19.59,209.44,-0.518
19.59,209.45,-0.519
19.6,209.47,-0.519
19.6,209.49,-0.519
19.6,209.5,-0.519
19.6,209.52,-0.519
19.6,209.54,-0.519
19.61,209.55,-0.519
19.61,209.57,-0.519
19.61,209.59,-0.519
19.61,209.6,-0.519
19.61,209.62,-0.519
19.61,209.64,-0.519
19.62,209.65,-0.519
19.62,209.67,-0.519
19.62,209.69,-0.519
19.62,209.7,-0.519
19.62,209.72,-0.519
19.62,209.74,-0.519
19.63,209.75,-0.519
19.63,209.77,-0.519
19.63,209.79,-0.519
19.63,209.8,-0.519
19.63,209.82,-0.519
19.63,209.84,-0.519
19.63,209.85,-0.519
19.64,209.87,-0.519
19.64,209.89,-0.519
19.64,209.9,-0.519
19.64,209.92,-0.519
19.64,209.94,-0.519
19.64,209.95,-0.519
19.65,209.97,-0.519
19.65,209.99,-0.519
19.65,210,-0.519
19.65,210.02,-0.519
19.65,210.04,-0.519
19.66,210.05,-0.519
19.66,210.07,-0.519
19.66,210.09,-0.519
19.66,210.1,-0.519
19.66,210.12,-0.519
19.66,210.14,-0.519
19.67,210.15,-0.519
19.67,210.17,-0.519
19.67,210.19,-0.519
19.67,210.2,-0.519
19.67,210.22,-0.519
19.67,210.24,-0.519
19.68,210.25,-0.519
19.68,210.27,-0.519
19.68,210.29,-0.519
19.68,210.31,-0.519
19.68,210.32,-0.519
19.68,210.34,-0.519
19.68,210.35,-0.519
19.69,210.37,-0.519
19.69,210.39,-0.519
19.69,210.41,-0.519
19.69,210.42,-0.519
19.69,210.44,-0.519
19.69,210.46,-0.519
19.7,210.47,-0.519
19.7,210.49,-0.519
19.7,210.51,-0.519
19.7,210.52,-0.519
19.7,210.54,-0.518
19.71,210.56,-0.518
19.71,210.57,-0.518
19.71,210.59,-0.518
19.71,210.61,-0.518
19.71,210.62,-0.518
19.71,210.64,-0.518
19.72,210.66,-0.518
19.72,210.67,-0.518
19.72,210.69,-0.518
19.72,210.71,-0.518
19.72,210.72,-0.518
19.72,210.74,-0.518
19.73,210.75,-0.518
19.73,210.77,-0.518
19.73,210.79,-0.518
19.73,210.81,-0.518
19.73,210.82,-0.518
19.73,210.84,-0.518
19.73,210.86,-0.518
19.74,210.87,-0.518
19.74,210.89,-0.518
19.74,210.91,-0.518
19.74,210.92,-0.518
19.74,210.94,-0.518
19.74,210.96,-0.518
19.75,210.97,-0.518
19.75,210.99,-0.518
19.75,211,-0.518
19.75,211.02,-0.518
19.75,211.04,-0.518
19.76,211.06,-0.518
19.76,211.07,-0.518
19.76,211.09,-0.518
19.76,211.11,-0.518
19.76,211.12,-0.518
19.76,211.14,-0.518
19.77,211.16,-0.518
19.77,211.17,-0.518
19.77,211.19,-0.518
19.77,211.2,-0.518
19.77,211.22,-0.518
19.77,211.24,-0.518
19.78,211.26,-0.518
19.78,211.27,-0.518
19.78,211.29,-0.518
19.78,211.31,-0.518
19.78,211.32,-0.518
19.78,211.34,-0.518
19.78,211.36,-0.518
19.79,211.37,-0.518
19.79,211.39,-0.518
19.79,211.41,-0.518
19.79,211.42,-0.518
19.79,211.44,-0.518
19.79,211.46,-0.518
19.8,211.47,-0.518
19.8,211.49,-0.518
19.8,211.51,-0.518
19.8,211.52,-0.518
19.8,211.54,-0.518
19.81,211.56,-0.518
19.81,211.57,-0.518
19.81,211.59,-0.518
19.81,211.61,-0.518
19.81,211.62,-0.518
19.81,211.64,-0.518
19.82,211.66,-0.518
19.82,211.67,-0.518
19.82,211.69,-0.518
19.82,211.71,-0.518
19.82,211.72,-0.518
19.82,211.74,-0.518
19.83,211.76,-0.518
19.83,211.77,-0.518
19.83,211.79,-0.518
19.83,211.81,-0.518
19.83,211.82,-0.518
19.83,211.84,-0.518
19.83,211.86,-0.518
19.84,211.87,-0.518
19.84,211.89,-0.518
19.84,211.91,-0.518
19.84,211.92,-0.518
19.84,211.94,-0.518
19.84,211.96,-0.518
19.85,211.97,-0.518
19.85,211.99,-0.518
19.85,212.01,-0.518
19.85,212.02,-0.518
19.85,212.04,-0.518
19.86,212.06,-0.518
19.86,212.07,-0.518
19.86,212.09,-0.518
19.86,212.11,-0.517
19.86,212.12,-0.517
19.86,212.14,-0.517
19.87,212.16,-0.517
19.87,212.17,-0.517
19.87,212.19,-0.517
19.87,212.21,-0.517
19.87,212.22,-0.517
19.87,212.24,-0.517
19.88,212.25,-0.517
19.88,212.27,-0.517
19.88,212.29,-0.517
19.88,212.31,-0.517
19.88,212.32,-0.517
19.88,212.34,-0.517
19.88,212.36,-0.517
19.89,212.37,-0.517
19.89,212.39,-0.517
19.89,212.41,-0.517
19.89,212.42,-0.517
19.89,212.44,-0.517
19.89,212.46,-0.517
19.9,212.47,-0.517
19.9,212.49,-0.517
19.9,212.51,-0.517
19.9,212.52,-0.517
19.9,212.54,-0.517
19.91,212.56,-0.517
19.91,212.57,-0.517
19.91,212.59,-0.517
19.91,212.61,-0.517
19.91,212.62,-0.517
19.91,212.64,-0.517
19.92,212.66,-0.517
19.92,212.67,-0.517
19.92,212.69,-0.517
19.92,212.71,-0.517
19.92,212.72,-0.517
19.92,212.74,-0.517
19.93,212.76,-0.517
19.93,212.77,-0.517
19.93,212.79,-0.517
19.93,212.81,-0.517
19.93,212.82,-0.517
19.93,212.84,-0.517
19.93,212.86,-0.517
19.94,212.87,-0.517
19.94,212.89,-0.517
19.94,212.91,-0.517
19.94,212.92,-0.517
19.94,212.94,-0.517
19.94,212.96,-0.517
19.95,212.97,-0.517
19.95,212.99,-0.517
19.95,213.01,-0.517
19.95,213.02,-0.517
19.95,213.04,-0.517
19.96,213.06,-0.517
19.96,213.07,-0.517
19.96,213.09,-0.517
19.96,213.11,-0.516
19.96,213.12,-0.516
19.96,213.14,-0.516
19.97,213.16,-0.516
19.97,213.17,-0.516
19.97,213.19,-0.516
19.97,213.21,-0.516
19.97,213.22,-0.516
19.97,213.24,-0.516
19.98,213.26,-0.516
19.98,213.27,-0.516
19.98,213.29,-0.516
19.98,213.31,-0.516
19.98,213.32,-0.516
19.98,213.34,-0.516
19.98,213.36,-0.516
19.99,213.37,-0.516
19.99,213.39,-0.516
19.99,213.41,-0.516
19.99,213.42,-0.516
19.99,213.44,-0.516
19.99,213.46,-0.515
20,213.47,-0.515
20,213.49,-0.515
20,213.51,-0.515
20,213.52,-0.515
20,213.54,-0.515
20.01,213.56,-0.515
20.01,213.57,-0.515
20.01,213.59,-0.515
20.01,213.61,-0.515
20.01,213.62,-0.515
20.01,213.64,-0.515
20.02,213.66,-0.515
20.02,213.67,-0.515
20.02,213.69,-0.515
20.02,213.71,-0.515
20.02,213.72,-0.515
20.02,213.74,-0.515
20.03,213.76,-0.514
20.03,213.77,-0.514
20.03,213.79,-0.514
20.03,213.81,-0.514
20.03,213.82,-0.514
20.03,213.84,-0.514
20.03,213.86,-0.514
20.04,213.87,-0.514
20.04,213.89,-0.514
20.04,213.91,-0.514
20.04,213.92,-0.513
20.04,213.94,-0.513
20.04,213.96,-0.513
20.05,213.98,-0.513
20.05,213.99,-0.513
20.05,214.01,-0.513
20.05,214.03,-0.513
20.05,214.04,-0.513
20.06,214.06,-0.513
20.06,214.08,-0.513
20.06,214.09,-0.513
20.06,214.11,-0.513
20.06,214.12,-0.513
20.06,214.14,-0.513
20.07,214.16,-0.513
20.07,214.18,-0.513
20.07,214.19,-0.512
20.07,214.21,-0.512
20.07,214.23,-0.512
20.07,214.24,-0.512
20.08,214.26,-0.512
20.08,214.28,-0.512
20.08,214.29,-0.512
20.08,214.31,-0.512
20.08,214.33,-0.512
20.08,214.34,-0.512
20.08,214.36,-0.512
20.09,214.38,-0.512
20.09,214.39,-0.512
20.09,214.41,-0.512
20.09,214.43,-0.512
20.09,214.44,-0.512
20.09,214.46,-0.512
20.1,214.48,-0.512
20.1,214.49,-0.511
20.1,214.51,-0.511
20.1,214.53,-0.511
20.1,214.54,-0.511
20.11,214.56,-0.511
20.11,214.58,-0.511
20.11,214.59,-0.511
20.11,214.61,-0.511
20.11,214.63,-0.511
20.11,214.64,-0.511
20.12,214.66,-0.511
20.12,214.68,-0.511
20.12,214.69,-0.511
20.12,214.71,-0.511
20.12,214.73,-0.51
20.12,214.74,-0.51
20.13,214.76,-0.51
20.13,214.78,-0.51
20.13,214.79,-0.51
20.13,214.81,-0.51
20.13,214.83,-0.51
20.13,214.84,-0.51
20.13,214.86,-0.51
20.14,214.88,-0.51
20.14,214.89,-0.51
20.14,214.91,-0.51
20.14,214.93,-0.51
20.14,214.94,-0.51
20.14,214.96,-0.509
20.15,214.98,-0.509
20.15,214.99,-0.509
20.15,215.01,-0.509
20.15,215.03,-0.509
20.15,215.04,-0.509
20.16,215.06,-0.509
20.16,215.08,-0.509
20.16,215.09,-0.509
20.16,215.11,-0.509
20.16,215.13,-0.509
20.16,215.15,-0.509
20.17,215.16,-0.508
20.17,215.18,-0.508
20.17,215.19,-0.508
20.17,215.21,-0.508
20.17,215.23,-0.508
20.17,215.24,-0.508
20.18,215.26,-0.508
20.18,215.28,-0.508
20.18,215.3,-0.508
20.18,215.31,-0.508
20.18,215.33,-0.508
20.18,215.34,-0.508
20.18,215.36,-0.508
20.19,215.38,-0.508
20.19,215.4,-0.508
20.19,215.41,-0.508
20.19,215.43,-0.508
20.19,215.45,-0.508
20.19,215.46,-0.508
20.2,215.48,-0.507
20.2,215.5,-0.507
20.2,215.51,-0.507
20.2,215.53,-0.507
20.2,215.54,-0.507
20.21,215.56,-0.507
20.21,215.58,-0.507
20.21,215.6,-0.507
20.21,215.61,-0.507
20.21,215.63,-0.507
20.21,215.65,-0.507
20.22,215.66,-0.507
20.22,215.68,-0.507
20.22,215.7,-0.507
20.22,215.71,-0.507
20.22,215.73,-0.507
20.22,215.74,-0.507
20.23,215.76,-0.507
20.23,215.78,-0.507
20.23,215.8,-0.507
20.23,215.81,-0.506
20.23,215.83,-0.506
20.23,215.85,-0.506
20.23,215.86,-0.506
20.24,215.88,-0.506
20.24,215.89,-0.506
20.24,215.91,-0.506
20.24,215.93,-0.506
20.24,215.95,-0.506
20.24,215.96,-0.506
20.25,215.98,-0.506
20.25,216,-0.506
20.25,216.01,-0.506
20.25,216.03,-0.506
20.25,216.04,-0.506
20.26,216.06,-0.506
20.26,216.08,-0.506
20.26,216.1,-0.506
20.26,216.11,-0.506
20.26,216.13,-0.506
20.26,216.15,-0.505
20.27,216.16,-0.505
20.27,216.18,-0.505
20.27,216.2,-0.505
20.27,216.21,-0.505
20.27,216.23,-0.505
20.27,216.25,-0.505
20.28,216.26,-0.505
20.28,216.28,-0.505
20.28,216.3,-0.505
20.28,216.31,-0.505
20.28,216.33,-0.505
20.28,216.35,-0.505
20.28,216.36,-0.505
20.29,216.38,-0.505
20.29,216.4,-0.505
20.29,216.41,-0.505
20.29,216.43,-0.505
20.29,216.45,-0.505
20.29,216.46,-0.505
20.3,216.48,-0.504
20.3,216.5,-0.504
20.3,216.51,-0.504
20.3,216.53,-0.504
20.3,216.55,-0.504
20.31,216.56,-0.504
20.31,216.58,-0.504
20.31,216.6,-0.504
20.31,216.61,-0.504
20.31,216.63,-0.504
20.31,216.65,-0.504
20.32,216.66,-0.504
20.32,216.68,-0.504
20.32,216.7,-0.504
20.32,216.71,-0.504
20.32,216.73,-0.504
20.32,216.75,-0.504
20.33,216.76,-0.504
20.33,216.78,-0.504
20.33,216.8,-0.504
20.33,216.81,-0.504
20.33,216.83,-0.504
20.33,216.85,-0.504
20.33,216.86,-0.503
20.34,216.88,-0.503
20.34,216.9,-0.503
20.34,216.91,-0.503
20.34,216.93,-0.503
20.34,216.95,-0.503
20.34,216.96,-0.503
20.35,216.98,-0.503
20.35,217,-0.503
20.35,217.01,-0.503
20.35,217.03,-0.503
20.35,217.05,-0.503
20.36,217.06,-0.503
20.36,217.08,-0.503
20.36,217.1,-0.503
20.36,217.11,-0.503
20.36,217.13,-0.503
20.36,217.15,-0.503
20.37,217.16,-0.503
20.37,217.18,-0.503
20.37,217.2,-0.503
20.37,217.21,-0.503
20.37,217.23,-0.503
20.37,217.25,-0.502
20.38,217.26,-0.502
20.38,217.28,-0.502
20.38,217.3,-0.502
20.38,217.31,-0.502
20.38,217.33,-0.502
20.38,217.35,-0.502
20.38,217.36,-0.502
20.39,217.38,-0.502
20.39,217.4,-0.502
20.39,217.41,-0.502
20.39,217.43,-0.502
20.39,217.45,-0.502
20.39,217.46,-0.502
20.4,217.48,-0.502
20.4,217.5,-0.502
20.4,217.51,-0.502
20.4,217.53,-0.502
20.4,217.55,-0.502
20.41,217.56,-0.502
20.41,217.58,-0.502
20.41,217.6,-0.502
20.41,217.61,-0.502
20.41,217.63,-0.502
20.41,217.65,-0.501
20.42,217.67,-0.501
20.42,217.68,-0.501
20.42,217.7,-0.501
20.42,217.72,-0.501
20.42,217.73,-0.501
20.42,217.75,-0.501
20.43,217.77,-0.501
20.43,217.78,-0.501
20.43,217.8,-0.501
20.43,217.82,-0.501
20.43,217.83,-0.501
20.43,217.85,-0.501
20.43,217.87,-0.501
20.44,217.88,-0.501
20.44,217.9,-0.501
20.44,217.92,-0.501
20.44,217.93,-0.501
20.44,217.95,-0.501
20.44,217.97,-0.501
20.45,217.98,-0.501
20.45,218,-0.501
20.45,218.02,-0.501
20.45,218.03,-0.501
20.45,218.05,-0.501
20.46,218.07,-0.501
20.46,218.08,-0.501
20.46,218.1,-0.5
20.46,218.12,-0.5
20.46,218.13,-0.5
20.46,218.15,-0.5
20.47,218.17,-0.5
20.47,218.18,-0.5
20.47,218.2,-0.5
20.47,218.22,-0.5
20.47,218.23,-0.5
20.47,218.25,-0.5
20.48,218.27,-0.5
20.48,218.28,-0.5
20.48,218.3,-0.5
20.48,218.32,-0.5
20.48,218.33,-0.5
20.48,218.35,-0.5
20.48,218.37,-0.5
20.49,218.38,-0.5
20.49,218.4,-0.5
20.49,218.42,-0.5
20.49,218.43,-0.5
20.49,218.45,-0.5
20.49,218.47,-0.5
20.5,218.48,-0.5
20.5,218.5,-0.5
20.5,218.52,-0.5
20.5,218.53,-0.5
20.5,218.55,-0.5
20.51,218.57,-0.499
20.51,218.58,-0.499
20.51,218.6,-0.499
20.51,218.62,-0.499
20.51,218.63,-0.499
20.51,218.65,-0.499
20.52,218.67,-0.499
20.52,218.68,-0.499
20.52,218.7,-0.499
20.52,218.72,-0.499
20.52,218.73,-0.499
20.52,218.75,-0.499
20.53,218.77,-0.499
20.53,218.78,-0.499
20.53,218.8,-0.499
20.53,218.82,-0.499
20.53,218.83,-0.499
20.53,218.85,-0.499
20.53,218.87,-0.499
20.54,218.88,-0.499
20.54,218.9,-0.499
20.54,218.92,-0.499
20.54,218.93,-0.499
20.54,218.95,-0.499
20.54,218.97,-0.499
20.55,218.98,-0.499
20.55,219,-0.499
20.55,219.02,-0.499
20.55,219.03,-0.499
20.55,219.05,-0.499
20.56,219.07,-0.499
20.56,219.08,-0.498
20.56,219.1,-0.498
20.56,219.12,-0.498
20.56,219.13,-0.498
20.56,219.15,-0.498
20.57,219.17,-0.498
20.57,219.18,-0.498
20.57,219.2,-0.498
20.57,219.22,-0.498
20.57,219.23,-0.498
20.57,219.25,-0.498
20.58,219.27,-0.498
20.58,219.28,-0.498
20.58,219.3,-0.498
20.58,219.32,-0.498
20.58,219.33,-0.498
20.58,219.35,-0.498
20.58,219.37,-0.498
20.59,219.38,-0.498
20.59,219.4,-0.498
20.59,219.42,-0.498
20.59,219.43,-0.498
20.59,219.45,-0.498
20.59,219.47,-0.498
20.6,219.48,-0.498
20.6,219.5,-0.498
20.6,219.52,-0.498
20.6,219.53,-0.498
20.6,219.55,-0.498
20.61,219.57,-0.498
20.61,219.58,-0.498
20.61,219.6,-0.498
20.61,219.62,-0.498
20.61,219.63,-0.498
20.61,219.65,-0.498
20.62,219.67,-0.498
20.62,219.68,-0.497
20.62,219.7,-0.497
20.62,219.72,-0.497
20.62,219.73,-0.497
20.62,219.75,-0.497
20.63,219.77,-0.497
20.63,219.78,-0.497
20.63,219.8,-0.497
20.63,219.82,-0.497
20.63,219.83,-0.497
20.63,219.85,-0.497
20.63,219.87,-0.497
20.64,219.88,-0.497
20.64,219.9,-0.497
20.64,219.92,-0.497
20.64,219.93,-0.497
20.64,219.95,-0.497
20.64,219.97,-0.497
20.65,219.98,-0.497
20.65,220,-0.497
20.65,220.02,-0.497
20.65,220.03,-0.497
20.65,220.05,-0.497
20.66,220.07,-0.497
20.66,220.08,-0.497
20.66,220.1,-0.497
20.66,220.12,-0.497
20.66,220.13,-0.497
20.66,220.15,-0.497
20.67,220.17,-0.497
20.67,220.18,-0.497
20.67,220.2,-0.497
20.67,220.22,-0.497
20.67,220.23,-0.497
20.67,220.25,-0.497
20.68,220.27,-0.497
20.68,220.28,-0.497
20.68,220.3,-0.497
20.68,220.32,-0.497
20.68,220.33,-0.497
20.68,220.35,-0.497
20.68,220.37,-0.497
20.69,220.38,-0.497
20.69,220.4,-0.497
20.69,220.42,-0.497
20.69,220.43,-0.497
20.69,220.45,-0.497
20.69,220.47,-0.497
20.7,220.48,-0.496
20.7,220.5,-0.496
20.7,220.52,-0.496
20.7,220.53,-0.496
20.7,220.55,-0.496
20.71,220.57,-0.496
20.71,220.58,-0.496
20.71,220.6,-0.496
20.71,220.62,-0.496
20.71,220.63,-0.496
20.71,220.65,-0.496
20.72,220.67,-0.496
20.72,220.68,-0.496
20.72,220.7,-0.496
20.72,220.72,-0.496
20.72,220.73,-0.496
20.72,220.75,-0.496
20.73,220.77,-0.496
20.73,220.78,-0.496
20.73,220.8,-0.496
20.73,220.82,-0.496
20.73,220.83,-0.496
20.73,220.85,-0.496
20.73,220.87,-0.496
20.74,220.88,-0.496
20.74,220.9,-0.496
20.74,220.92,-0.496
20.74,220.93,-0.496
20.74,220.95,-0.496
20.74,220.97,-0.496
20.75,220.98,-0.496
20.75,221,-0.496
20.75,221.02,-0.496
20.75,221.03,-0.496
20.75,221.05,-0.496
20.76,221.07,-0.496
20.76,221.08,-0.496
20.76,221.1,-0.496
20.76,221.12,-0.496
20.76,221.13,-0.496
20.76,221.15,-0.496
20.77,221.17,-0.496
20.77,221.18,-0.496
20.77,221.2,-0.496
20.77,221.22,-0.496
20.77,221.23,-0.496
20.77,221.25,-0.496
20.78,221.27,-0.496
20.78,221.28,-0.496
20.78,221.3,-0.496
20.78,221.32,-0.496
20.78,221.33,-0.496
20.78,221.35,-0.496
20.78,221.37,-0.496
20.79,221.38,-0.495
20.79,221.4,-0.495
20.79,221.42,-0.493
20.79,221.43,-0.491
20.79,221.45,-0.486
20.79,221.47,-0.482
20.8,221.48,-0.479
20.8,221.5,-0.478
20.8,221.52,-0.478
20.8,221.53,-0.479
20.8,221.55,-0.48
20.81,221.57,-0.48
20.81,221.58,-0.481
20.81,221.6,-0.481
20.81,221.62,-0.482
20.81,221.63,-0.482
20.81,221.65,-0.483
20.82,221.67,-0.483
20.82,221.68,-0.483
20.82,221.7,-0.483
20.82,221.72,-0.483
20.82,221.73,-0.483
20.82,221.75,-0.483
20.83,221.77,-0.483
20.83,221.78,-0.483
20.83,221.8,-0.483
20.83,221.82,-0.483
20.83,221.83,-0.483
20.83,221.85,-0.483
20.83,221.87,-0.483
20.84,221.88,-0.483
20.84,221.9,-0.484
20.84,221.92,-0.484
20.84,221.93,-0.484
20.84,221.95,-0.484
20.84,221.97,-0.484
20.85,221.98,-0.484
20.85,222,-0.484
20.85,222.02,-0.484
20.85,222.03,-0.484
20.85,222.05,-0.484
20.86,222.07,-0.484
20.86,222.08,-0.484
20.86,222.1,-0.484
20.86,222.12,-0.484
20.86,222.13,-0.484
20.86,222.15,-0.485
20.87,222.17,-0.485
20.87,222.18,-0.485
20.87,222.2,-0.485
20.87,222.22,-0.485
20.87,222.24,-0.485
20.87,222.25,-0.485
20.88,222.27,-0.485
20.88,222.29,-0.485
20.88,222.3,-0.485
20.88,222.32,-0.485
20.88,222.34,-0.485
20.88,222.35,-0.485
20.88,222.37,-0.486
20.89,222.38,-0.486
20.89,222.4,-0.486
20.89,222.42,-0.486
20.89,222.44,-0.486
20.89,222.45,-0.486
20.89,222.47,-0.486
20.9,222.48,-0.486
20.9,222.5,-0.486
20.9,222.52,-0.486
20.9,222.53,-0.486
20.9,222.55,-0.486
20.91,222.57,-0.486
20.91,222.58,-0.486
20.91,222.6,-0.486
20.91,222.62,-0.486
20.91,222.63,-0.487
20.91,222.65,-0.487
20.92,222.67,-0.487
20.92,222.69,-0.487
20.92,222.7,-0.487
20.92,222.72,-0.487
20.92,222.74,-0.487
20.92,222.75,-0.487
20.93,222.77,-0.487
20.93,222.79,-0.487
20.93,222.8,-0.487
20.93,222.82,-0.487
20.93,222.84,-0.487
20.93,222.85,-0.487
20.93,222.87,-0.487
20.94,222.89,-0.487
20.94,222.9,-0.487
20.94,222.92,-0.487
20.94,222.94,-0.487
20.94,222.95,-0.487
20.94,222.97,-0.487
20.95,222.99,-0.487
20.95,223,-0.488
20.95,223.02,-0.488
20.95,223.04,-0.488
20.95,223.05,-0.488
20.96,223.07,-0.488
20.96,223.09,-0.488
20.96,223.1,-0.488
20.96,223.12,-0.488
20.96,223.14,-0.488
20.96,223.15,-0.488
20.97,223.17,-0.488
20.97,223.19,-0.488
20.97,223.2,-0.488
20.97,223.22,-0.488
20.97,223.24,-0.488
20.97,223.25,-0.488
20.98,223.27,-0.488
20.98,223.29,-0.488
20.98,223.3,-0.488
20.98,223.32,-0.488
20.98,223.34,-0.488
20.98,223.35,-0.488
20.98,223.37,-0.488
20.99,223.39,-0.489
20.99,223.4,-0.489
20.99,223.42,-0.489
20.99,223.44,-0.489
20.99,223.45,-0.489
20.99,223.47,-0.489
21,223.49,-0.489
21,223.5,-0.489
21,223.52,-0.489
21,223.54,-0.489
21,223.55,-0.489
21.01,223.57,-0.489
21.01,223.59,-0.489
21.01,223.6,-0.489
21.01,223.62,-0.489
21.01,223.64,-0.489
21.01,223.65,-0.489
21.02,223.67,-0.489
21.02,223.69,-0.489
21.02,223.7,-0.489
21.02,223.72,-0.489
21.02,223.74,-0.489
21.02,223.75,-0.489
21.03,223.77,-0.489
21.03,223.79,-0.489
21.03,223.8,-0.489
21.03,223.82,-0.489
21.03,223.84,-0.489
21.03,223.85,-0.489
21.03,223.87,-0.49
21.04,223.89,-0.49
21.04,223.9,-0.49
21.04,223.92,-0.49
21.04,223.94,-0.49
21.04,223.95,-0.49
21.04,223.97,-0.49
21.05,223.99,-0.49
21.05,224,-0.49
21.05,224.02,-0.49
21.05,224.04,-0.49
21.05,224.05,-0.49
21.06,224.07,-0.49
21.06,224.09,-0.49
21.06,224.1,-0.49
21.06,224.12,-0.49
21.06,224.14,-0.49
21.06,224.15,-0.49
21.07,224.17,-0.49
21.07,224.19,-0.49
21.07,224.2,-0.49
21.07,224.22,-0.49
21.07,224.24,-0.49
21.07,224.25,-0.49
21.08,224.27,-0.49
21.08,224.29,-0.49
21.08,224.3,-0.49
21.08,224.32,-0.49
21.08,224.34,-0.49
21.08,224.35,-0.49
21.08,224.37,-0.49
21.09,224.39,-0.49
21.09,224.4,-0.49
21.09,224.42,-0.49
21.09,224.44,-0.491
21.09,224.45,-0.491
21.09,224.47,-0.491
21.1,224.49,-0.491
21.1,224.5,-0.491
21.1,224.52,-0.491
21.1,224.54,-0.491
21.1,224.55,-0.491
21.11,224.57,-0.491
21.11,224.59,-0.491
21.11,224.6,-0.491
21.11,224.62,-0.491
21.11,224.64,-0.491
21.11,224.65,-0.491
21.12,224.67,-0.491
21.12,224.69,-0.491
21.12,224.7,-0.491
21.12,224.72,-0.491
21.12,224.74,-0.491
21.12,224.75,-0.491
21.13,224.77,-0.491
21.13,224.79,-0.491
21.13,224.8,-0.491
21.13,224.82,-0.491
21.13,224.84,-0.491
21.13,224.85,-0.491
21.13,224.87,-0.491
21.14,224.89,-0.491
21.14,224.9,-0.491
21.14,224.92,-0.491
21.14,224.94,-0.491
21.14,224.95,-0.491
21.14,224.97,-0.491
21.15,224.99,-0.491
21.15,225,-0.491
21.15,225.02,-0.491
21.15,225.04,-0.491
21.15,225.05,-0.491
21.16,225.07,-0.491
21.16,225.09,-0.491
21.16,225.1,-0.491
21.16,225.12,-0.492
21.16,225.14,-0.492
21.16,225.15,-0.492
21.17,225.17,-0.492
21.17,225.19,-0.492
21.17,225.2,-0.492
21.17,225.22,-0.492
21.17,225.24,-0.492
21.17,225.25,-0.492
21.18,225.27,-0.492
21.18,225.29,-0.492
21.18,225.3,-0.492
21.18,225.32,-0.492
21.18,225.34,-0.492
21.18,225.35,-0.492
21.18,225.37,-0.492
21.19,225.39,-0.492
21.19,225.4,-0.492
21.19,225.42,-0.492
21.19,225.44,-0.492
21.19,225.45,-0.492
21.19,225.47,-0.492
21.2,225.49,-0.492
21.2,225.5,-0.492
21.2,225.52,-0.492
21.2,225.54,-0.492
21.2,225.55,-0.492
21.21,225.57,-0.492
21.21,225.59,-0.492
21.21,225.6,-0.492
21.21,225.62,-0.492
21.21,225.64,-0.492
21.21,225.65,-0.492
21.22,225.67,-0.492
21.22,225.69,-0.492
21.22,225.7,-0.492
21.22,225.72,-0.492
21.22,225.74,-0.492
21.22,225.75,-0.492
21.23,225.77,-0.492
21.23,225.79,-0.492
21.23,225.8,-0.492
21.23,225.82,-0.492
