Ramp 10.00 øC/min to 260.00 øC,,
Time,Temperature,Heat Flow (Normalized)
min,øC,W/g
5.5,68.45,-0.346
5.5,68.47,-0.346
5.5,68.49,-0.346
5.5,68.5,-0.347
5.51,68.52,-0.347
5.51,68.54,-0.347
5.51,68.55,-0.347
5.51,68.57,-0.347
5.51,68.59,-0.347
5.51,68.6,-0.347
5.52,68.62,-0.347
5.52,68.64,-0.347
5.52,68.65,-0.347
5.52,68.67,-0.347
5.52,68.69,-0.347
5.53,68.7,-0.347
5.53,68.72,-0.347
5.53,68.74,-0.347
5.53,68.75,-0.347
5.53,68.77,-0.347
5.53,68.79,-0.347
5.54,68.8,-0.347
5.54,68.82,-0.347
5.54,68.84,-0.347
5.54,68.85,-0.347
5.54,68.87,-0.347
5.54,68.89,-0.347
5.55,68.9,-0.347
5.55,68.92,-0.347
5.55,68.94,-0.347
5.55,68.95,-0.347
5.55,68.97,-0.347
5.55,68.99,-0.347
5.55,69,-0.347
5.56,69.02,-0.347
5.56,69.04,-0.347
5.56,69.05,-0.347
5.56,69.07,-0.347
5.56,69.09,-0.347
5.56,69.1,-0.347
5.57,69.12,-0.347
5.57,69.14,-0.347
5.57,69.15,-0.347
5.57,69.17,-0.347
5.57,69.19,-0.347
5.58,69.2,-0.347
5.58,69.22,-0.347
5.58,69.24,-0.347
5.58,69.25,-0.347
5.58,69.27,-0.347
5.58,69.29,-0.347
5.59,69.3,-0.347
5.59,69.32,-0.347
5.59,69.34,-0.347
5.59,69.35,-0.347
5.59,69.37,-0.347
5.59,69.39,-0.347
5.6,69.4,-0.347
5.6,69.42,-0.347
5.6,69.44,-0.347
5.6,69.45,-0.347
5.6,69.47,-0.347
5.6,69.49,-0.347
5.6,69.5,-0.347
5.61,69.52,-0.347
5.61,69.54,-0.347
5.61,69.55,-0.347
5.61,69.57,-0.347
5.61,69.59,-0.347
5.61,69.6,-0.347
5.62,69.62,-0.347
5.62,69.64,-0.347
5.62,69.65,-0.347
5.62,69.67,-0.347
5.62,69.69,-0.347
5.63,69.7,-0.347
5.63,69.72,-0.347
5.63,69.74,-0.347
5.63,69.75,-0.347
5.63,69.77,-0.347
5.63,69.79,-0.347
5.64,69.8,-0.347
5.64,69.82,-0.347
5.64,69.84,-0.347
5.64,69.85,-0.347
5.64,69.87,-0.347
5.64,69.89,-0.347
5.65,69.9,-0.347
5.65,69.92,-0.348
5.65,69.94,-0.348
5.65,69.95,-0.348
5.65,69.97,-0.348
5.65,69.99,-0.348
5.65,70,-0.348
5.66,70.02,-0.348
5.66,70.04,-0.348
5.66,70.05,-0.348
5.66,70.07,-0.348
5.66,70.09,-0.348
5.66,70.1,-0.348
5.67,70.12,-0.348
5.67,70.14,-0.348
5.67,70.15,-0.348
5.67,70.17,-0.348
5.67,70.19,-0.348
5.68,70.2,-0.348
5.68,70.22,-0.348
5.68,70.24,-0.348
5.68,70.25,-0.348
5.68,70.27,-0.348
5.68,70.29,-0.348
5.69,70.3,-0.348
5.69,70.32,-0.348
5.69,70.34,-0.348
5.69,70.35,-0.348
5.69,70.37,-0.348
5.69,70.39,-0.348
5.7,70.4,-0.348
5.7,70.42,-0.348
5.7,70.44,-0.348
5.7,70.45,-0.348
5.7,70.47,-0.348
5.7,70.49,-0.348
5.7,70.5,-0.348
5.71,70.52,-0.348
5.71,70.54,-0.348
5.71,70.55,-0.348
5.71,70.57,-0.348
5.71,70.59,-0.348
5.71,70.6,-0.348
5.72,70.62,-0.348
5.72,70.64,-0.348
5.72,70.65,-0.348
5.72,70.67,-0.348
5.72,70.69,-0.348
5.73,70.7,-0.348
5.73,70.72,-0.348
5.73,70.74,-0.348
5.73,70.75,-0.348
5.73,70.77,-0.348
5.73,70.79,-0.348
5.74,70.8,-0.348
5.74,70.82,-0.348
5.74,70.84,-0.348
5.74,70.85,-0.348
5.74,70.87,-0.348
5.74,70.89,-0.348
5.75,70.9,-0.348
5.75,70.92,-0.348
5.75,70.94,-0.348
5.75,70.95,-0.348
5.75,70.97,-0.348
5.75,70.99,-0.348
5.75,71,-0.348
5.76,71.02,-0.348
5.76,71.04,-0.348
5.76,71.05,-0.348
5.76,71.07,-0.348
5.76,71.09,-0.348
5.76,71.1,-0.348
5.77,71.12,-0.348
5.77,71.14,-0.348
5.77,71.15,-0.348
5.77,71.17,-0.348
5.77,71.19,-0.348
5.78,71.2,-0.348
5.78,71.22,-0.349
5.78,71.24,-0.349
5.78,71.25,-0.349
5.78,71.27,-0.349
5.78,71.29,-0.349
5.79,71.3,-0.349
5.79,71.32,-0.349
5.79,71.34,-0.349
5.79,71.35,-0.349
5.79,71.37,-0.349
5.79,71.39,-0.349
5.8,71.4,-0.349
5.8,71.42,-0.349
5.8,71.44,-0.349
5.8,71.45,-0.349
5.8,71.47,-0.349
5.8,71.49,-0.349
5.8,71.5,-0.349
5.81,71.52,-0.349
5.81,71.54,-0.349
5.81,71.55,-0.349
5.81,71.57,-0.349
5.81,71.59,-0.349
5.81,71.6,-0.349
5.82,71.62,-0.349
5.82,71.64,-0.349
5.82,71.65,-0.349
5.82,71.67,-0.349
5.82,71.69,-0.349
5.83,71.7,-0.349
5.83,71.72,-0.349
5.83,71.74,-0.349
5.83,71.75,-0.349
5.83,71.77,-0.349
5.83,71.79,-0.349
5.84,71.8,-0.349
5.84,71.82,-0.349
5.84,71.84,-0.349
5.84,71.85,-0.349
5.84,71.87,-0.349
5.84,71.89,-0.349
5.85,71.9,-0.349
5.85,71.92,-0.349
5.85,71.94,-0.349
5.85,71.95,-0.349
5.85,71.97,-0.349
5.85,71.99,-0.349
5.85,72,-0.349
5.86,72.02,-0.349
5.86,72.04,-0.349
5.86,72.05,-0.349
5.86,72.07,-0.349
5.86,72.09,-0.349
5.86,72.1,-0.349
5.87,72.12,-0.349
5.87,72.14,-0.349
5.87,72.15,-0.349
5.87,72.17,-0.349
5.87,72.19,-0.349
5.88,72.2,-0.349
5.88,72.22,-0.349
5.88,72.24,-0.349
5.88,72.25,-0.349
5.88,72.27,-0.349
5.88,72.29,-0.349
5.89,72.31,-0.349
5.89,72.32,-0.349
5.89,72.34,-0.349
5.89,72.36,-0.349
5.89,72.37,-0.349
5.89,72.39,-0.349
5.9,72.41,-0.349
5.9,72.42,-0.349
5.9,72.44,-0.349
5.9,72.45,-0.35
5.9,72.47,-0.35
5.9,72.49,-0.35
5.9,72.51,-0.35
5.91,72.52,-0.35
5.91,72.54,-0.35
5.91,72.55,-0.35
5.91,72.57,-0.35
5.91,72.59,-0.35
5.91,72.6,-0.35
5.92,72.62,-0.35
5.92,72.64,-0.35
5.92,72.65,-0.35
5.92,72.67,-0.35
5.92,72.69,-0.35
5.93,72.71,-0.35
5.93,72.72,-0.35
5.93,72.74,-0.35
5.93,72.76,-0.35
5.93,72.77,-0.35
5.93,72.79,-0.35
5.94,72.8,-0.35
5.94,72.82,-0.35
5.94,72.84,-0.35
5.94,72.86,-0.35
5.94,72.87,-0.35
5.94,72.89,-0.35
5.95,72.91,-0.35
5.95,72.92,-0.35
5.95,72.94,-0.35
5.95,72.96,-0.35
5.95,72.97,-0.35
5.95,72.99,-0.35
5.95,73.01,-0.35
5.96,73.02,-0.35
5.96,73.04,-0.35
5.96,73.06,-0.35
5.96,73.07,-0.35
5.96,73.09,-0.35
5.96,73.11,-0.35
5.97,73.12,-0.35
5.97,73.14,-0.35
5.97,73.16,-0.35
5.97,73.17,-0.35
5.97,73.19,-0.35
5.98,73.21,-0.35
5.98,73.22,-0.35
5.98,73.24,-0.35
5.98,73.26,-0.35
5.98,73.27,-0.35
5.98,73.29,-0.35
5.99,73.31,-0.35
5.99,73.32,-0.35
5.99,73.34,-0.35
5.99,73.36,-0.35
5.99,73.37,-0.35
5.99,73.39,-0.35
6,73.41,-0.35
6,73.42,-0.35
6,73.44,-0.35
6,73.46,-0.35
6,73.47,-0.35
6,73.49,-0.35
6,73.51,-0.35
6.01,73.52,-0.35
6.01,73.54,-0.35
6.01,73.56,-0.35
6.01,73.57,-0.35
6.01,73.59,-0.35
6.01,73.61,-0.35
6.02,73.62,-0.35
6.02,73.64,-0.35
6.02,73.66,-0.35
6.02,73.67,-0.35
6.02,73.69,-0.35
6.03,73.71,-0.351
6.03,73.72,-0.351
6.03,73.74,-0.351
6.03,73.76,-0.351
6.03,73.77,-0.351
6.03,73.79,-0.351
6.04,73.81,-0.351
6.04,73.82,-0.351
6.04,73.84,-0.351
6.04,73.86,-0.351
6.04,73.87,-0.351
6.04,73.89,-0.351
6.05,73.91,-0.351
6.05,73.92,-0.351
6.05,73.94,-0.351
6.05,73.96,-0.351
6.05,73.97,-0.351
6.05,73.99,-0.351
6.05,74.01,-0.351
6.06,74.02,-0.351
6.06,74.04,-0.351
6.06,74.06,-0.351
6.06,74.07,-0.351
6.06,74.09,-0.351
6.06,74.11,-0.351
6.07,74.12,-0.351
6.07,74.14,-0.351
6.07,74.16,-0.351
6.07,74.17,-0.351
6.07,74.19,-0.351
6.08,74.21,-0.351
6.08,74.22,-0.351
6.08,74.24,-0.351
6.08,74.26,-0.351
6.08,74.27,-0.351
6.08,74.29,-0.351
6.09,74.31,-0.351
6.09,74.32,-0.351
6.09,74.34,-0.351
6.09,74.36,-0.351
6.09,74.37,-0.351
6.09,74.39,-0.351
6.1,74.41,-0.351
6.1,74.42,-0.351
6.1,74.44,-0.351
6.1,74.46,-0.351
6.1,74.47,-0.351
6.1,74.49,-0.351
6.1,74.51,-0.351
6.11,74.52,-0.351
6.11,74.54,-0.351
6.11,74.56,-0.351
6.11,74.57,-0.351
6.11,74.59,-0.351
6.11,74.61,-0.351
6.12,74.62,-0.351
6.12,74.64,-0.351
6.12,74.66,-0.351
6.12,74.67,-0.351
6.12,74.69,-0.351
6.13,74.71,-0.351
6.13,74.72,-0.351
6.13,74.74,-0.351
6.13,74.76,-0.351
6.13,74.77,-0.351
6.13,74.79,-0.351
6.14,74.81,-0.351
6.14,74.82,-0.351
6.14,74.84,-0.351
6.14,74.86,-0.351
6.14,74.87,-0.351
6.14,74.89,-0.351
6.15,74.91,-0.351
6.15,74.93,-0.351
6.15,74.94,-0.351
6.15,74.96,-0.351
6.15,74.97,-0.351
6.15,74.99,-0.351
6.15,75.01,-0.351
6.16,75.02,-0.351
6.16,75.04,-0.351
6.16,75.06,-0.351
6.16,75.07,-0.352
6.16,75.09,-0.352
6.16,75.11,-0.352
6.17,75.13,-0.352
6.17,75.14,-0.352
6.17,75.16,-0.352
6.17,75.17,-0.352
6.17,75.19,-0.352
6.18,75.21,-0.352
6.18,75.22,-0.352
6.18,75.24,-0.352
6.18,75.26,-0.352
6.18,75.27,-0.352
6.18,75.29,-0.352
6.19,75.31,-0.352
6.19,75.32,-0.352
6.19,75.34,-0.352
6.19,75.36,-0.352
6.19,75.38,-0.352
6.19,75.39,-0.352
6.2,75.41,-0.352
6.2,75.43,-0.352
6.2,75.44,-0.352
6.2,75.46,-0.352
6.2,75.47,-0.352
6.2,75.49,-0.352
6.2,75.51,-0.352
6.21,75.52,-0.352
6.21,75.54,-0.352
6.21,75.56,-0.352
6.21,75.57,-0.352
6.21,75.59,-0.352
6.21,75.61,-0.352
6.22,75.62,-0.352
6.22,75.64,-0.352
6.22,75.66,-0.352
6.22,75.67,-0.352
6.22,75.69,-0.352
6.23,75.71,-0.352
6.23,75.72,-0.352
6.23,75.74,-0.352
6.23,75.76,-0.352
6.23,75.77,-0.352
6.23,75.79,-0.352
6.24,75.81,-0.352
6.24,75.83,-0.352
6.24,75.84,-0.352
6.24,75.86,-0.352
6.24,75.87,-0.352
6.24,75.89,-0.352
6.25,75.91,-0.352
6.25,75.93,-0.352
6.25,75.94,-0.352
6.25,75.96,-0.352
6.25,75.98,-0.352
6.25,75.99,-0.352
6.25,76.01,-0.352
6.26,76.02,-0.352
6.26,76.04,-0.352
6.26,76.06,-0.352
6.26,76.07,-0.352
6.26,76.09,-0.352
6.26,76.11,-0.352
6.27,76.13,-0.352
6.27,76.14,-0.352
6.27,76.16,-0.352
6.27,76.18,-0.352
6.27,76.19,-0.352
6.28,76.21,-0.352
6.28,76.23,-0.352
6.28,76.24,-0.352
6.28,76.26,-0.352
6.28,76.28,-0.352
6.28,76.29,-0.352
6.29,76.31,-0.352
6.29,76.33,-0.352
6.29,76.34,-0.352
6.29,76.36,-0.352
6.29,76.38,-0.352
6.29,76.39,-0.352
6.3,76.41,-0.353
6.3,76.42,-0.353
6.3,76.44,-0.353
6.3,76.46,-0.353
6.3,76.48,-0.353
6.3,76.49,-0.353
6.3,76.51,-0.353
6.31,76.53,-0.353
6.31,76.54,-0.353
6.31,76.56,-0.353
6.31,76.58,-0.353
6.31,76.59,-0.353
6.31,76.61,-0.353
6.32,76.63,-0.353
6.32,76.64,-0.353
6.32,76.66,-0.353
6.32,76.68,-0.353
6.32,76.69,-0.353
6.33,76.71,-0.353
6.33,76.73,-0.353
6.33,76.74,-0.353
6.33,76.76,-0.353
6.33,76.78,-0.353
6.33,76.79,-0.353
6.34,76.81,-0.353
6.34,76.83,-0.353
6.34,76.84,-0.353
6.34,76.86,-0.353
6.34,76.88,-0.353
6.34,76.89,-0.353
6.35,76.91,-0.353
6.35,76.93,-0.353
6.35,76.94,-0.353
6.35,76.96,-0.353
6.35,76.98,-0.353
6.35,76.99,-0.353
6.35,77.01,-0.353
6.36,77.03,-0.353
6.36,77.04,-0.353
6.36,77.06,-0.353
6.36,77.08,-0.353
6.36,77.09,-0.353
6.36,77.11,-0.353
6.37,77.12,-0.353
6.37,77.14,-0.353
6.37,77.16,-0.353
6.37,77.18,-0.353
6.37,77.19,-0.353
6.38,77.21,-0.353
6.38,77.23,-0.353
6.38,77.24,-0.353
6.38,77.26,-0.353
6.38,77.28,-0.353
6.38,77.29,-0.353
6.39,77.31,-0.353
6.39,77.33,-0.353
6.39,77.34,-0.353
6.39,77.36,-0.353
6.39,77.38,-0.353
6.39,77.39,-0.353
6.4,77.41,-0.353
6.4,77.43,-0.353
6.4,77.44,-0.353
6.4,77.46,-0.353
6.4,77.48,-0.353
6.4,77.49,-0.353
6.4,77.51,-0.353
6.41,77.53,-0.353
6.41,77.54,-0.353
6.41,77.56,-0.353
6.41,77.58,-0.353
6.41,77.59,-0.353
6.41,77.61,-0.353
6.42,77.63,-0.353
6.42,77.64,-0.353
6.42,77.66,-0.353
6.42,77.68,-0.353
6.42,77.69,-0.353
6.43,77.71,-0.353
6.43,77.73,-0.353
6.43,77.74,-0.353
6.43,77.76,-0.353
6.43,77.77,-0.353
6.43,77.79,-0.353
6.44,77.81,-0.354
6.44,77.83,-0.354
6.44,77.84,-0.354
6.44,77.86,-0.354
6.44,77.88,-0.354
6.44,77.89,-0.354
6.45,77.91,-0.354
6.45,77.93,-0.354
6.45,77.94,-0.354
6.45,77.96,-0.354
6.45,77.98,-0.354
6.45,77.99,-0.354
6.45,78.01,-0.354
6.46,78.03,-0.354
6.46,78.04,-0.354
6.46,78.06,-0.354
6.46,78.08,-0.354
6.46,78.09,-0.354
6.46,78.11,-0.354
6.47,78.13,-0.354
6.47,78.14,-0.354
6.47,78.16,-0.354
6.47,78.18,-0.354
6.47,78.19,-0.354
6.48,78.21,-0.354
6.48,78.23,-0.354
6.48,78.24,-0.354
6.48,78.26,-0.354
6.48,78.28,-0.354
6.48,78.29,-0.354
6.49,78.31,-0.354
6.49,78.33,-0.354
6.49,78.34,-0.354
6.49,78.36,-0.354
6.49,78.38,-0.354
6.49,78.39,-0.354
6.5,78.41,-0.354
6.5,78.43,-0.354
6.5,78.44,-0.354
6.5,78.46,-0.354
6.5,78.48,-0.354
6.5,78.49,-0.354
6.5,78.51,-0.354
6.51,78.53,-0.354
6.51,78.54,-0.354
6.51,78.56,-0.354
6.51,78.58,-0.354
6.51,78.59,-0.354
6.51,78.61,-0.354
6.52,78.63,-0.354
6.52,78.64,-0.354
6.52,78.66,-0.354
6.52,78.68,-0.354
6.52,78.69,-0.354
6.53,78.71,-0.354
6.53,78.73,-0.354
6.53,78.74,-0.354
6.53,78.76,-0.354
6.53,78.78,-0.354
6.53,78.79,-0.354
6.54,78.81,-0.354
6.54,78.83,-0.354
6.54,78.84,-0.354
6.54,78.86,-0.354
6.54,78.88,-0.354
6.54,78.89,-0.354
6.55,78.91,-0.354
6.55,78.93,-0.354
6.55,78.94,-0.354
6.55,78.96,-0.354
6.55,78.98,-0.354
6.55,78.99,-0.354
6.55,79.01,-0.354
6.56,79.03,-0.355
6.56,79.04,-0.355
6.56,79.06,-0.355
6.56,79.08,-0.355
6.56,79.09,-0.355
6.56,79.11,-0.355
6.57,79.13,-0.355
6.57,79.14,-0.355
6.57,79.16,-0.355
6.57,79.18,-0.355
6.57,79.19,-0.355
6.58,79.21,-0.355
6.58,79.23,-0.355
6.58,79.24,-0.355
6.58,79.26,-0.355
6.58,79.28,-0.355
6.58,79.29,-0.355
6.59,79.31,-0.355
6.59,79.33,-0.355
6.59,79.34,-0.355
6.59,79.36,-0.355
6.59,79.38,-0.355
6.59,79.39,-0.355
6.6,79.41,-0.355
6.6,79.43,-0.355
6.6,79.44,-0.355
6.6,79.46,-0.355
6.6,79.48,-0.355
6.6,79.49,-0.355
6.6,79.51,-0.355
6.61,79.53,-0.355
6.61,79.54,-0.355
6.61,79.56,-0.355
6.61,79.58,-0.355
6.61,79.59,-0.355
6.61,79.61,-0.355
6.62,79.63,-0.355
6.62,79.64,-0.355
6.62,79.66,-0.355
6.62,79.68,-0.355
6.62,79.69,-0.355
6.63,79.71,-0.355
6.63,79.73,-0.355
6.63,79.74,-0.355
6.63,79.76,-0.355
6.63,79.78,-0.355
6.63,79.79,-0.355
6.64,79.81,-0.355
6.64,79.83,-0.355
6.64,79.84,-0.355
6.64,79.86,-0.355
6.64,79.88,-0.355
6.64,79.89,-0.355
6.65,79.91,-0.355
6.65,79.93,-0.355
6.65,79.94,-0.355
6.65,79.96,-0.355
6.65,79.98,-0.355
6.65,79.99,-0.355
6.65,80.01,-0.355
6.66,80.03,-0.355
6.66,80.04,-0.355
6.66,80.06,-0.355
6.66,80.08,-0.355
6.66,80.09,-0.355
6.66,80.11,-0.355
6.67,80.13,-0.355
6.67,80.14,-0.355
6.67,80.16,-0.355
6.67,80.18,-0.355
6.67,80.19,-0.356
6.68,80.21,-0.356
6.68,80.23,-0.356
6.68,80.24,-0.356
6.68,80.26,-0.356
6.68,80.28,-0.356
6.68,80.29,-0.356
6.69,80.31,-0.356
6.69,80.33,-0.356
6.69,80.34,-0.356
6.69,80.36,-0.356
6.69,80.38,-0.356
6.69,80.39,-0.356
6.7,80.41,-0.356
6.7,80.43,-0.356
6.7,80.44,-0.356
6.7,80.46,-0.356
6.7,80.48,-0.356
6.7,80.49,-0.356
6.7,80.51,-0.356
6.71,80.53,-0.356
6.71,80.54,-0.356
6.71,80.56,-0.356
6.71,80.58,-0.356
6.71,80.59,-0.356
6.71,80.61,-0.356
6.72,80.63,-0.356
6.72,80.64,-0.356
6.72,80.66,-0.356
6.72,80.68,-0.356
6.72,80.69,-0.356
6.73,80.71,-0.356
6.73,80.73,-0.356
6.73,80.74,-0.356
6.73,80.76,-0.356
6.73,80.78,-0.356
6.73,80.79,-0.356
6.74,80.81,-0.356
6.74,80.83,-0.356
6.74,80.84,-0.356
6.74,80.86,-0.356
6.74,80.88,-0.356
6.74,80.89,-0.356
6.75,80.91,-0.356
6.75,80.93,-0.356
6.75,80.94,-0.356
6.75,80.96,-0.356
6.75,80.98,-0.356
6.75,80.99,-0.356
6.75,81.01,-0.356
6.76,81.03,-0.356
6.76,81.04,-0.356
6.76,81.06,-0.356
6.76,81.08,-0.356
6.76,81.09,-0.356
6.76,81.11,-0.356
6.77,81.13,-0.356
6.77,81.14,-0.356
6.77,81.16,-0.356
6.77,81.18,-0.356
6.77,81.19,-0.356
6.78,81.21,-0.356
6.78,81.23,-0.356
6.78,81.24,-0.356
6.78,81.26,-0.357
6.78,81.28,-0.357
6.78,81.29,-0.357
6.79,81.31,-0.357
6.79,81.33,-0.357
6.79,81.34,-0.357
6.79,81.36,-0.357
6.79,81.38,-0.357
6.79,81.39,-0.357
6.8,81.41,-0.357
6.8,81.43,-0.357
6.8,81.44,-0.357
6.8,81.46,-0.357
6.8,81.48,-0.357
6.8,81.49,-0.357
6.8,81.51,-0.357
6.81,81.53,-0.357
6.81,81.54,-0.357
6.81,81.56,-0.357
6.81,81.58,-0.357
6.81,81.59,-0.357
6.81,81.61,-0.357
6.82,81.63,-0.357
6.82,81.64,-0.357
6.82,81.66,-0.357
6.82,81.68,-0.357
6.82,81.69,-0.357
6.83,81.71,-0.357
6.83,81.73,-0.357
6.83,81.74,-0.357
6.83,81.76,-0.357
6.83,81.78,-0.357
6.83,81.79,-0.357
6.84,81.81,-0.357
6.84,81.83,-0.357
6.84,81.84,-0.357
6.84,81.86,-0.357
6.84,81.88,-0.357
6.84,81.89,-0.357
6.85,81.91,-0.357
6.85,81.93,-0.357
6.85,81.95,-0.357
6.85,81.96,-0.357
6.85,81.98,-0.357
6.85,81.99,-0.357
6.85,82.01,-0.357
6.86,82.03,-0.357
6.86,82.04,-0.357
6.86,82.06,-0.357
6.86,82.08,-0.357
6.86,82.09,-0.357
6.86,82.11,-0.357
6.87,82.13,-0.357
6.87,82.14,-0.357
6.87,82.16,-0.357
6.87,82.18,-0.357
6.87,82.19,-0.357
6.88,82.21,-0.357
6.88,82.23,-0.357
6.88,82.24,-0.357
6.88,82.26,-0.357
6.88,82.28,-0.357
6.88,82.29,-0.357
6.89,82.31,-0.357
6.89,82.33,-0.357
6.89,82.34,-0.358
6.89,82.36,-0.358
6.89,82.38,-0.358
6.89,82.4,-0.358
6.9,82.41,-0.358
6.9,82.43,-0.358
6.9,82.45,-0.358
6.9,82.46,-0.358
6.9,82.48,-0.358
6.9,82.5,-0.358
6.9,82.51,-0.358
6.91,82.53,-0.358
6.91,82.54,-0.358
6.91,82.56,-0.358
6.91,82.58,-0.358
6.91,82.59,-0.358
6.91,82.61,-0.358
6.92,82.63,-0.358
6.92,82.65,-0.358
6.92,82.66,-0.358
6.92,82.68,-0.358
6.92,82.7,-0.358
6.93,82.71,-0.358
6.93,82.73,-0.358
6.93,82.75,-0.358
6.93,82.76,-0.358
6.93,82.78,-0.358
6.93,82.79,-0.358
6.94,82.81,-0.358
6.94,82.83,-0.358
6.94,82.84,-0.358
6.94,82.86,-0.358
6.94,82.88,-0.358
6.94,82.89,-0.358
6.95,82.91,-0.358
6.95,82.93,-0.358
6.95,82.94,-0.358
6.95,82.96,-0.358
6.95,82.98,-0.358
6.95,83,-0.358
6.95,83.01,-0.358
6.96,83.03,-0.358
6.96,83.05,-0.358
6.96,83.06,-0.358
6.96,83.08,-0.358
6.96,83.1,-0.358
6.96,83.11,-0.358
6.97,83.13,-0.358
6.97,83.14,-0.358
6.97,83.16,-0.358
6.97,83.18,-0.358
6.97,83.2,-0.358
6.98,83.21,-0.358
6.98,83.23,-0.358
6.98,83.25,-0.358
6.98,83.26,-0.358
6.98,83.28,-0.358
6.98,83.3,-0.358
6.99,83.31,-0.358
6.99,83.33,-0.358
6.99,83.35,-0.358
6.99,83.36,-0.358
6.99,83.38,-0.358
6.99,83.4,-0.358
7,83.41,-0.359
7,83.43,-0.359
7,83.45,-0.359
7,83.46,-0.359
7,83.48,-0.359
7,83.5,-0.359
7,83.51,-0.359
7.01,83.53,-0.359
7.01,83.55,-0.359
7.01,83.56,-0.359
7.01,83.58,-0.359
7.01,83.6,-0.359
7.01,83.61,-0.359
7.02,83.63,-0.359
7.02,83.65,-0.359
7.02,83.66,-0.359
7.02,83.68,-0.359
7.02,83.7,-0.359
7.03,83.71,-0.359
7.03,83.73,-0.359
7.03,83.75,-0.359
7.03,83.76,-0.359
7.03,83.78,-0.359
7.03,83.8,-0.359
7.04,83.81,-0.359
7.04,83.83,-0.359
7.04,83.85,-0.359
7.04,83.86,-0.359
7.04,83.88,-0.359
7.04,83.9,-0.359
7.05,83.91,-0.359
7.05,83.93,-0.359
7.05,83.95,-0.359
7.05,83.96,-0.359
7.05,83.98,-0.359
7.05,84,-0.359
7.05,84.01,-0.359
7.06,84.03,-0.359
7.06,84.05,-0.359
7.06,84.06,-0.359
7.06,84.08,-0.359
7.06,84.1,-0.359
7.06,84.11,-0.359
7.07,84.13,-0.359
7.07,84.15,-0.359
7.07,84.16,-0.359
7.07,84.18,-0.359
7.07,84.2,-0.359
7.08,84.21,-0.359
7.08,84.23,-0.359
7.08,84.25,-0.359
7.08,84.26,-0.359
7.08,84.28,-0.359
7.08,84.3,-0.359
7.09,84.31,-0.359
7.09,84.33,-0.359
7.09,84.35,-0.359
7.09,84.36,-0.359
7.09,84.38,-0.359
7.09,84.4,-0.359
7.1,84.41,-0.359
7.1,84.43,-0.359
7.1,84.45,-0.359
7.1,84.46,-0.359
7.1,84.48,-0.359
7.1,84.5,-0.359
7.1,84.51,-0.36
7.11,84.53,-0.36
7.11,84.55,-0.36
7.11,84.56,-0.36
7.11,84.58,-0.36
7.11,84.6,-0.36
7.11,84.61,-0.36
7.12,84.63,-0.36
7.12,84.65,-0.36
7.12,84.66,-0.36
7.12,84.68,-0.36
7.12,84.7,-0.36
7.13,84.71,-0.36
7.13,84.73,-0.36
7.13,84.75,-0.36
7.13,84.76,-0.36
7.13,84.78,-0.36
7.13,84.8,-0.36
7.14,84.81,-0.36
7.14,84.83,-0.36
7.14,84.85,-0.36
7.14,84.86,-0.36
7.14,84.88,-0.36
7.14,84.9,-0.36
7.15,84.91,-0.36
7.15,84.93,-0.36
7.15,84.95,-0.36
7.15,84.96,-0.36
7.15,84.98,-0.36
7.15,85,-0.36
7.15,85.01,-0.36
7.16,85.03,-0.36
7.16,85.05,-0.36
7.16,85.06,-0.36
7.16,85.08,-0.36
7.16,85.1,-0.36
7.16,85.11,-0.36
7.17,85.13,-0.36
7.17,85.15,-0.36
7.17,85.16,-0.36
7.17,85.18,-0.36
7.17,85.2,-0.36
7.18,85.21,-0.36
7.18,85.23,-0.36
7.18,85.25,-0.36
7.18,85.26,-0.36
7.18,85.28,-0.36
7.18,85.3,-0.36
7.19,85.31,-0.36
7.19,85.33,-0.36
7.19,85.35,-0.36
7.19,85.36,-0.36
7.19,85.38,-0.36
7.19,85.4,-0.36
7.2,85.41,-0.36
7.2,85.43,-0.36
7.2,85.45,-0.36
7.2,85.46,-0.36
7.2,85.48,-0.36
7.2,85.5,-0.36
7.2,85.51,-0.36
7.21,85.53,-0.36
7.21,85.55,-0.36
7.21,85.56,-0.36
7.21,85.58,-0.36
7.21,85.6,-0.36
7.21,85.61,-0.36
7.22,85.63,-0.36
7.22,85.65,-0.36
7.22,85.66,-0.36
7.22,85.68,-0.36
7.22,85.7,-0.361
7.23,85.71,-0.361
7.23,85.73,-0.361
7.23,85.75,-0.361
7.23,85.76,-0.361
7.23,85.78,-0.361
7.23,85.8,-0.361
7.24,85.81,-0.361
7.24,85.83,-0.361
7.24,85.85,-0.361
7.24,85.86,-0.361
7.24,85.88,-0.361
7.24,85.9,-0.361
7.25,85.91,-0.361
7.25,85.93,-0.361
7.25,85.95,-0.361
7.25,85.96,-0.361
7.25,85.98,-0.361
7.25,86,-0.361
7.25,86.01,-0.361
7.26,86.03,-0.361
7.26,86.05,-0.361
7.26,86.06,-0.361
7.26,86.08,-0.361
7.26,86.1,-0.361
7.26,86.11,-0.361
7.27,86.13,-0.361
7.27,86.15,-0.361
7.27,86.16,-0.361
7.27,86.18,-0.361
7.27,86.2,-0.361
7.28,86.21,-0.361
7.28,86.23,-0.361
7.28,86.25,-0.361
7.28,86.26,-0.361
7.28,86.28,-0.361
7.28,86.3,-0.361
7.29,86.31,-0.361
7.29,86.33,-0.361
7.29,86.35,-0.361
7.29,86.36,-0.361
7.29,86.38,-0.361
